Ensembl Gene ID	id2	Ensembl Transcript ID	CDS Length
ENSG00000112237	CCNC	ENST00000520429	852
ENSG00000165140	FBP1	ENST00000375326	1017
ENSG00000185787	MORF4L1	ENST00000331268	1089
ENSG00000154310	TNIK	ENST00000436636	4083
ENSG00000101040	ZMYND8	ENST00000536340	3726
ENSG00000055147	FAM114A2	ENST00000351797	1518
ENSG00000154319	FAM167A	ENST00000284486	645
ENSG00000101049	SGK2	ENST00000341458	1284
ENSG00000175315	CST6	ENST00000312134	450
ENSG00000120265	PCMT1	ENST00000367384	861
ENSG00000175311	ANKS4B	ENST00000311620	1254
ENSG00000120262	C6orf97	ENST00000367290	2169
ENSG00000116885	OSCP1	ENST00000356637	1170
ENSG00000231225	MICA	ENST00000415525	999
ENSG00000126856	PRDM7	ENST00000449207	1479
ENSG00000126858	RHOT1	ENST00000358365	2076
ENSG00000185252	ZNF74	ENST00000400451	1935
ENSG00000166147	FBN1	ENST00000316623	8616
ENSG00000090539	CHRD	ENST00000204604	2868
ENSG00000185254	TEX28	ENST00000369926	1233
ENSG00000090534	THPO	ENST00000204615	1062
ENSG00000090530	LEPREL1	ENST00000319332	2127
ENSG00000257108	NHLRC4	ENST00000424439	372
ENSG00000257103	unknown	ENST00000544216	1392
ENSG00000197603	C5orf42	ENST00000508244	9594
ENSG00000197601	FAR1	ENST00000354817	1548
ENSG00000197604	unknown	ENST00000420338	474
ENSG00000197608	ZNF841	ENST00000594295	2775
ENSG00000183955	SETD8	ENST00000402868	1059
ENSG00000006377	DLX6	ENST00000518156	882
ENSG00000230178	OR4F3	ENST00000456475	939
ENSG00000134802	SLC43A3	ENST00000533524	1515
ENSG00000198000	NOL8	ENST00000442668	3504
ENSG00000198001	IRAK4	ENST00000448290	1383
ENSG00000198003	CCDC151	ENST00000356392	1788
ENSG00000171126	KCNG3	ENST00000306078	1311
ENSG00000171124	FUT3	ENST00000458379	1086
ENSG00000134809	TIMM10	ENST00000257245	273
ENSG00000171121	KCNMB3	ENST00000314235	840
ENSG00000123989	CHPF	ENST00000243776	2328
ENSG00000181616	OR52H1	ENST00000322653	963
ENSG00000123983	ACSL3	ENST00000357430	2163
ENSG00000182103	FAM181B	ENST00000329203	1281
ENSG00000086589	RBM22	ENST00000199814	1263
ENSG00000204464	C1orf195	ENST00000376005	381
ENSG00000204463	BAG6	ENST00000404765	3489
ENSG00000156973	PDE6D	ENST00000287600	453
ENSG00000181610	MRPS23	ENST00000313608	573
ENSG00000156970	BUB1B	ENST00000412359	3195
ENSG00000204469	PRRC2A	ENST00000376007	6474
ENSG00000240433	LY6G5B	ENST00000480515	606
ENSG00000167733	HSD11B1L	ENST00000423665	948
ENSG00000184922	FMNL1	ENST00000328118	3315
ENSG00000248713	unknown	ENST00000511828	5382
ENSG00000164363	SLC6A18	ENST00000324642	1887
ENSG00000203668	CHML	ENST00000366553	1971
ENSG00000178522	AMBN	ENST00000322937	1344
ENSG00000163923	RPL39L	ENST00000455270	156
ENSG00000095574	IKZF5	ENST00000368886	1260
ENSG00000268813	unknown	ENST00000594123	348
ENSG00000268812	unknown	ENST00000593843	723
ENSG00000268815	unknown	ENST00000598114	1290
ENSG00000268814	unknown	ENST00000595843	627
ENSG00000268818	unknown	ENST00000594060	243
ENSG00000177201	OR2T12	ENST00000317996	963
ENSG00000177200	CHD9	ENST00000398510	8694
ENSG00000177202	SPACA4	ENST00000321762	375
ENSG00000237330	RNF223	ENST00000453464	750
ENSG00000237333	MSH5	ENST00000448169	1527
ENSG00000237335	PFDN6	ENST00000445559	390
ENSG00000141433	ADCYAP1	ENST00000450565	531
ENSG00000141431	ASXL3	ENST00000269197	6747
ENSG00000141437	MCART2	ENST00000269205	924
ENSG00000141434	MEP1B	ENST00000269202	2106
ENSG00000066032	CTNNA2	ENST00000402739	2862
ENSG00000136518	ACTL6A	ENST00000429709	1290
ENSG00000136514	RTP4	ENST00000259030	741
ENSG00000084073	ZMPSTE24	ENST00000372759	1428
ENSG00000084072	PPIE	ENST00000372830	945
ENSG00000084070	SMAP2	ENST00000372718	1290
ENSG00000141380	SS18	ENST00000415083	1257
ENSG00000095397	DFNB31	ENST00000362057	2724
ENSG00000165804	ZNF219	ENST00000360947	2169
ENSG00000165805	C12orf50	ENST00000298699	1245
ENSG00000165806	CASP7	ENST00000369321	1011
ENSG00000165807	C14orf50	ENST00000298705	1269
ENSG00000165801	ARHGEF40	ENST00000298694	4560
ENSG00000165802	NELF	ENST00000371475	1593
ENSG00000221869	CEBPD	ENST00000408965	810
ENSG00000127663	KDM4B	ENST00000536461	3393
ENSG00000127666	TICAM1	ENST00000248244	2139
ENSG00000128891	C15orf57	ENST00000559911	612
ENSG00000070961	ATP2B1	ENST00000428670	3663
ENSG00000137648	TMPRSS4	ENST00000437212	1314
ENSG00000133943	C14orf159	ENST00000256324	1866
ENSG00000137642	SORL1	ENST00000260197	6645
ENSG00000198826	ARHGAP11A	ENST00000361627	3072
ENSG00000198824	ZNF828	ENST00000361283	2439
ENSG00000198825	INPP5F	ENST00000361976	3399
ENSG00000198822	GRM3	ENST00000361669	2640
ENSG00000033100	CHPF2	ENST00000035307	2319
ENSG00000198821	CD247	ENST00000362089	495
ENSG00000198829	SUCNR1	ENST00000362032	1005
ENSG00000173436	C1orf151	ENST00000322753	237
ENSG00000157500	APPL1	ENST00000288266	2130
ENSG00000157502	MUM1L1	ENST00000357175	2091
ENSG00000173431	RNASE8	ENST00000308227	465
ENSG00000224383	C17orf72	ENST00000425164	711
ENSG00000224389	C4B	ENST00000435363	5235
ENSG00000121671	CRY2	ENST00000443527	1845
ENSG00000175879	HOXD8	ENST00000313173	873
ENSG00000231968	UBD	ENST00000421519	498
ENSG00000268109	unknown	ENST00000598456	570
ENSG00000268107	unknown	ENST00000601674	180
ENSG00000268104	unknown	ENST00000598581	1929
ENSG00000175874	CREG2	ENST00000324768	873
ENSG00000175877	WBSCR28	ENST00000320531	798
ENSG00000117614	SYF2	ENST00000236273	732
ENSG00000117616	C1orf63	ENST00000417642	876
ENSG00000110048	OSBP	ENST00000263847	2424
ENSG00000170315	UBB	ENST00000302182	690
ENSG00000170312	CDK1	ENST00000395284	894
ENSG00000170310	STX8	ENST00000306357	711
ENSG00000110042	DTX4	ENST00000227451	1860
ENSG00000110046	ATG2A	ENST00000421419	5823
ENSG00000110047	EHD1	ENST00000320631	1605
ENSG00000269476	unknown	ENST00000602124	129
ENSG00000134343	ANO3	ENST00000256737	2946
ENSG00000269478	unknown	ENST00000597984	789
ENSG00000269479	unknown	ENST00000598029	1179
ENSG00000265763	unknown	ENST00000585316	1023
ENSG00000262887	unknown	ENST00000571132	1503
ENSG00000129315	CCNT1	ENST00000261900	2181
ENSG00000129317	PUS7L	ENST00000416848	2106
ENSG00000144848	ATG3	ENST00000283290	945
ENSG00000143815	LBR	ENST00000272163	1848
ENSG00000143811	PYCR2	ENST00000343818	963
ENSG00000144840	RABL3	ENST00000273375	711
ENSG00000144843	ADPRH	ENST00000478399	1074
ENSG00000144847	IGSF11	ENST00000393775	1296
ENSG00000139549	DHH	ENST00000266991	1191
ENSG00000139540	SLC39A5	ENST00000454355	1623
ENSG00000075292	ZNF638	ENST00000264447	5937
ENSG00000139546	TARBP2	ENST00000266987	1101
ENSG00000075290	WNT8B	ENST00000343737	1056
ENSG00000135436	FAM186B	ENST00000257894	2682
ENSG00000135437	RDH5	ENST00000257895	957
ENSG00000263030	unknown	ENST00000577111	447
ENSG00000079739	PGM1	ENST00000371083	1743
ENSG00000142149	HUNK	ENST00000270112	2145
ENSG00000135439	AGAP2	ENST00000547588	3579
ENSG00000180176	TH	ENST00000381178	1587
ENSG00000109158	GABRA4	ENST00000264318	1665
ENSG00000188782	CATSPER4	ENST00000338855	1449
ENSG00000188783	PRELP	ENST00000343110	1149
ENSG00000188786	MTF1	ENST00000373036	2262
ENSG00000188784	PLA2G2E	ENST00000375116	429
ENSG00000188785	ZNF548	ENST00000336128	1638
ENSG00000263353	unknown	ENST00000581138	495
ENSG00000118137	APOA1	ENST00000375320	804
ENSG00000261846	unknown	ENST00000570799	1206
ENSG00000261843	unknown	ENST00000574891	1761
ENSG00000131979	GCH1	ENST00000491895	753
ENSG00000152818	UTRN	ENST00000367545	10302
ENSG00000078061	ARAF	ENST00000377045	1821
ENSG00000149177	PTPRJ	ENST00000418331	4014
ENSG00000149179	C11orf49	ENST00000378615	1014
ENSG00000227140	USP17L5	ENST00000507227	1593
ENSG00000227147	TRIM15	ENST00000421984	1398
ENSG00000227144	C6orf27	ENST00000452630	2676
ENSG00000138709	LARP1B	ENST00000326639	2745
ENSG00000142856	ITGB3BP	ENST00000371092	651
ENSG00000186432	KPNA4	ENST00000334256	1566
ENSG00000186431	FCAR	ENST00000355524	864
ENSG00000215428	unknown	ENST00000277491	990
ENSG00000108684	ACCN1	ENST00000225823	1692
ENSG00000215425	DDX39B	ENST00000548340	1332
ENSG00000186439	TRDN	ENST00000398178	2190
ENSG00000215421	ZNF407	ENST00000299687	6747
ENSG00000115568	ZNF142	ENST00000449707	5064
ENSG00000115561	VPS24	ENST00000439940	756
ENSG00000259471	unknown	ENST00000558797	342
ENSG00000165943	MOAP1	ENST00000298894	1056
ENSG00000172426	RSPH9	ENST00000372165	921
ENSG00000172425	TTC36	ENST00000302783	570
ENSG00000112033	PPARD	ENST00000311565	1326
ENSG00000112031	MTRF1L	ENST00000367233	1143
ENSG00000172421	EFCAB3	ENST00000450662	1473
ENSG00000172428	MYEOV2	ENST00000307266	759
ENSG00000112038	OPRM1	ENST00000434900	1482
ENSG00000197063	MAFG	ENST00000357736	489
ENSG00000108352	RAPGEFL1	ENST00000456989	1536
ENSG00000262595	unknown	ENST00000574604	1062
ENSG00000067992	PDK3	ENST00000441463	1248
ENSG00000113924	HGD	ENST00000283871	1338
ENSG00000171045	TSNARE1	ENST00000520166	1542
ENSG00000221843	C2orf16	ENST00000408964	5955
ENSG00000221845	C7orf65	ENST00000408988	456
ENSG00000116205	TCEANC2	ENST00000371331	717
ENSG00000104472	CHRAC1	ENST00000220913	396
ENSG00000159905	ZNF221	ENST00000587682	1854
ENSG00000116209	TMEM59	ENST00000234831	972
ENSG00000187753	C9orf153	ENST00000376001	306
ENSG00000159079	C21orf59	ENST00000290155	873
ENSG00000139648	KRT71	ENST00000267119	1572
ENSG00000187792	ZNF70	ENST00000341976	1341
ENSG00000196712	NF1	ENST00000358273	8520
ENSG00000196711	FAM150A	ENST00000358543	390
ENSG00000135111	TBX3	ENST00000257566	2232
ENSG00000196715	VKORC1L1	ENST00000434382	534
ENSG00000234920	ATP6V1G2	ENST00000444088	357
ENSG00000197043	ANXA6	ENST00000354546	2022
ENSG00000197045	GMFB	ENST00000553333	450
ENSG00000197044	ZNF441	ENST00000357901	2082
ENSG00000197046	SIGLEC15	ENST00000389474	987
ENSG00000103978	TMEM87A	ENST00000389834	1668
ENSG00000236271	FLOT1	ENST00000430843	630
ENSG00000077380	DYNC1I2	ENST00000397119	1917
ENSG00000165028	NIPSNAP3B	ENST00000374762	744
ENSG00000185669	SNAI3	ENST00000332281	879
ENSG00000203812	HIST2H2AA4	ENST00000369159	393
ENSG00000203813	HIST1H3H	ENST00000369163	411
ENSG00000203811	HIST2H3C	ENST00000369158	411
ENSG00000203817	FAM72C	ENST00000369175	220
ENSG00000203814	HIST2H2BF	ENST00000427880	501
ENSG00000203815	unknown	ENST00000369173	510
ENSG00000180992	MRPL14	ENST00000372014	438
ENSG00000180999	C1orf105	ENST00000367727	552
ENSG00000180998	GPR137C	ENST00000321662	1290
ENSG00000113070	HBEGF	ENST00000230990	627
ENSG00000185313	SCN10A	ENST00000449082	5871
ENSG00000113073	SLC4A9	ENST00000507527	2952
ENSG00000140280	LYSMD2	ENST00000267838	648
ENSG00000140287	HDC	ENST00000267845	1989
ENSG00000140285	FGF7	ENST00000267843	585
ENSG00000140284	SLC27A2	ENST00000267842	1863
ENSG00000072803	FBXW11	ENST00000265094	1629
ENSG00000076382	SPAG5	ENST00000321765	3582
ENSG00000184292	TACSTD2	ENST00000371225	972
ENSG00000184293	CLECL1	ENST00000327839	504
ENSG00000229453	SPINK8	ENST00000434006	294
ENSG00000229450	unknown	ENST00000307499	405
ENSG00000115593	SMYD1	ENST00000419482	1473
ENSG00000238130	LTA	ENST00000383303	618
ENSG00000213390	ARHGAP19	ENST00000453547	1554
ENSG00000238134	EHMT2	ENST00000446303	3804
ENSG00000213398	LCAT	ENST00000264005	1323
ENSG00000115594	IL1R1	ENST00000410023	1710
ENSG00000124749	COL21A1	ENST00000244728	2874
ENSG00000143486	EIF2D	ENST00000271764	1755
ENSG00000124743	KLHL31	ENST00000407079	1905
ENSG00000183010	PYCR1	ENST00000402252	1041
ENSG00000123213	NLN	ENST00000380985	2115
ENSG00000140829	DHX38	ENST00000268482	3684
ENSG00000123219	CENPK	ENST00000514814	810
ENSG00000251201	TMED7-TICAM2	ENST00000282382	1215
ENSG00000227993	HLA-DRA	ENST00000383127	765
ENSG00000251209	unknown	ENST00000503874	363
ENSG00000185860	C1orf110	ENST00000367910	909
ENSG00000185862	EVI2B	ENST00000544462	1392
ENSG00000185863	TMEM210	ENST00000413619	444
ENSG00000185864	unknown	ENST00000415645	3417
ENSG00000169714	CNBP	ENST00000441626	540
ENSG00000169715	MT1E	ENST00000330439	384
ENSG00000169717	ACTRT2	ENST00000378404	1134
ENSG00000169710	FASN	ENST00000306749	7536
ENSG00000184194	GPR173	ENST00000332582	1122
ENSG00000262563	unknown	ENST00000573192	1068
ENSG00000262562	unknown	ENST00000571716	1788
ENSG00000262560	unknown	ENST00000417761	329
ENSG00000161265	U2AF1L4	ENST00000412391	663
ENSG00000262569	unknown	ENST00000593343	2176
ENSG00000234078	DDR1	ENST00000552068	2760
ENSG00000114315	HES1	ENST00000232424	843
ENSG00000114316	USP4	ENST00000265560	2892
ENSG00000025293	PHF20	ENST00000374012	3039
ENSG00000183086	GATSL1	ENST00000361825	990
ENSG00000183087	GAS6	ENST00000357389	2166
ENSG00000162892	IL24	ENST00000391929	624
ENSG00000162891	IL20	ENST00000367098	531
ENSG00000162896	PIGR	ENST00000356495	2295
ENSG00000162897	FCAMR	ENST00000324852	1734
ENSG00000162894	FAIM3	ENST00000367091	1173
ENSG00000149231	CCDC82	ENST00000278520	1635
ENSG00000184735	DDX53	ENST00000327968	1896
ENSG00000184731	FAM110C	ENST00000327669	966
ENSG00000184730	APOBR	ENST00000564831	3294
ENSG00000167978	SRRM2	ENST00000301740	8259
ENSG00000167972	ABCA3	ENST00000301732	5115
ENSG00000167970	unknown	ENST00000454671	537
ENSG00000167971	CASKIN1	ENST00000343516	4296
ENSG00000183336	BOLA2	ENST00000330978	459
ENSG00000167977	KCTD5	ENST00000564195	741
ENSG00000092853	CLSPN	ENST00000318121	4020
ENSG00000092850	TEKT2	ENST00000207457	1293
ENSG00000179941	BBS10	ENST00000393262	2172
ENSG00000179943	FIZ1	ENST00000221665	1491
ENSG00000080802	CNOT4	ENST00000541284	2142
ENSG00000253117	OC90	ENST00000443356	1482
ENSG00000115042	FAHD2A	ENST00000447036	945
ENSG00000115041	KCNIP3	ENST00000295225	771
ENSG00000125823	CSTL1	ENST00000246020	438
ENSG00000125820	NKX2-2	ENST00000377142	822
ENSG00000125821	DTD1	ENST00000377452	630
ENSG00000125826	RBCK1	ENST00000356286	1533
ENSG00000125827	TMX4	ENST00000246024	1050
ENSG00000205328	OR6C65	ENST00000379665	939
ENSG00000205329	OR6C3	ENST00000379667	936
ENSG00000205327	OR6C68	ENST00000379662	954
ENSG00000205323	SARNP	ENST00000552080	642
ENSG00000225828	unknown	ENST00000432622	384
ENSG00000166596	WDR16	ENST00000299764	1893
ENSG00000166595	FAM96B	ENST00000422424	492
ENSG00000225824	HLA-DQB1	ENST00000421888	810
ENSG00000166592	RRAD	ENST00000299759	927
ENSG00000169789	PRY	ENST00000303728	444
ENSG00000152595	MEPE	ENST00000395102	1671
ENSG00000050748	MAPK9	ENST00000452135	1275
ENSG00000152591	DSPP	ENST00000282478	3906
ENSG00000152592	DMP1	ENST00000339673	1542
ENSG00000008128	CDK11A	ENST00000378633	2352
ENSG00000004897	CDC27	ENST00000531206	2493
ENSG00000227460	SYNGAP1	ENST00000455687	4032
ENSG00000155744	FAM126B	ENST00000418596	1593
ENSG00000155749	ALS2CR12	ENST00000286190	1338
ENSG00000126337	KRT36	ENST00000328119	1404
ENSG00000186777	ZNF732	ENST00000419098	1758
ENSG00000232948	DEFB130	ENST00000400079	240
ENSG00000170153	RNF150	ENST00000515673	1317
ENSG00000232941	unknown	ENST00000415643	96
ENSG00000072682	P4HA2	ENST00000401867	1608
ENSG00000232945	OR2J2	ENST00000419605	939
ENSG00000235657	HLA-A	ENST00000438861	1116
ENSG00000242715	C13orf38	ENST00000503173	726
ENSG00000198901	PRC1	ENST00000394249	1863
ENSG00000198900	TOP1	ENST00000361337	2298
ENSG00000178307	TMEM11	ENST00000317635	579
ENSG00000128422	KRT17	ENST00000311208	1299
ENSG00000198909	MAP3K3	ENST00000579585	1974
ENSG00000198908	BHLHB9	ENST00000361229	1644
ENSG00000120656	TAF12	ENST00000373824	486
ENSG00000161013	MGAT4B	ENST00000337755	1692
ENSG00000161011	SQSTM1	ENST00000389805	1323
ENSG00000161010	C5orf45	ENST00000292586	1032
ENSG00000161016	RPL8	ENST00000394920	774
ENSG00000254667	unknown	ENST00000533341	408
ENSG00000125170	DOK4	ENST00000566936	1098
ENSG00000257318	unknown	ENST00000551609	354
ENSG00000257315	ZBED6	ENST00000550078	2940
ENSG00000257317	unknown	ENST00000546518	393
ENSG00000257313	unknown	ENST00000550466	762
ENSG00000124882	EREG	ENST00000244869	510
ENSG00000175505	CLCF1	ENST00000312438	678
ENSG00000171681	ATF7IP	ENST00000544627	3837
ENSG00000171680	PLEKHG5	ENST00000537245	3258
ENSG00000170486	KRT72	ENST00000537672	1536
ENSG00000183856	IQGAP3	ENST00000361170	4896
ENSG00000170484	KRT74	ENST00000549343	1632
ENSG00000170485	NPAS2	ENST00000542504	2670
ENSG00000183853	KIRREL	ENST00000368173	2322
ENSG00000183850	ZNF730	ENST00000597761	1512
ENSG00000198271	KRTAP4-5	ENST00000343246	546
ENSG00000198270	TMEM116	ENST00000552374	1014
ENSG00000237814	SFTA2	ENST00000454649	237
ENSG00000124228	DDX27	ENST00000371764	2391
ENSG00000124227	ANKRD60	ENST00000457363	1038
ENSG00000124226	RNF114	ENST00000244061	687
ENSG00000124225	PMEPA1	ENST00000341744	864
ENSG00000124224	PPP4R1L	ENST00000334187	1248
ENSG00000124222	STX16	ENST00000371141	978
ENSG00000179168	GGN	ENST00000334928	1959
ENSG00000082512	TRAF5	ENST00000261464	1674
ENSG00000179163	FUCA1	ENST00000374479	1401
ENSG00000161905	ALOX15	ENST00000545513	2055
ENSG00000161904	LEMD2	ENST00000293760	1512
ENSG00000179165	PXT1	ENST00000454782	405
ENSG00000255223	OR5M11	ENST00000528616	918
ENSG00000255221	CARD17	ENST00000375707	333
ENSG00000214717	ZBED1	ENST00000381222	2085
ENSG00000214711	CAPN14	ENST00000403897	2055
ENSG00000167508	MVD	ENST00000301012	1203
ENSG00000047365	ARAP2	ENST00000303965	5115
ENSG00000031003	FAM13B	ENST00000033079	2748
ENSG00000243978	RGAG1	ENST00000465301	4167
ENSG00000230453	ANKRD18B	ENST00000290943	3036
ENSG00000138303	ASCC1	ENST00000342444	1203
ENSG00000230456	DDR1	ENST00000548133	2760
ENSG00000083642	PDS5B	ENST00000315596	4344
ENSG00000146757	ZNF92	ENST00000328747	1761
ENSG00000146755	TRIM50	ENST00000333149	1464
ENSG00000144445	C2orf67	ENST00000281772	2964
ENSG00000241534	CFB	ENST00000546515	3801
ENSG00000133138	TBC1D8B	ENST00000357242	3363
ENSG00000233224	HIST1H2AM	ENST00000359611	393
ENSG00000131724	IL13RA1	ENST00000371666	1284
ENSG00000147382	FAM58A	ENST00000406277	741
ENSG00000268602	unknown	ENST00000599133	39
ENSG00000268604	unknown	ENST00000595029	1599
ENSG00000268606	unknown	ENST00000595583	945
ENSG00000136492	BRIP1	ENST00000259008	3750
ENSG00000136490	LIMD2	ENST00000259006	384
ENSG00000080345	RIF1	ENST00000444746	7419
ENSG00000132932	ATP8A2	ENST00000381655	3567
ENSG00000129538	RNASE1	ENST00000397967	471
ENSG00000132938	MTUS2	ENST00000431530	4140
ENSG00000129535	NRL	ENST00000397002	714
ENSG00000237103	NCR3	ENST00000415123	606
ENSG00000237102	unknown	ENST00000454102	543
ENSG00000237100	C6orf136	ENST00000546452	1491
ENSG00000133048	CHI3L1	ENST00000255409	1152
ENSG00000223752	ATAT1	ENST00000445486	1266
ENSG00000223757	C6orf27	ENST00000438725	2676
ENSG00000233481	OR12D2	ENST00000414415	924
ENSG00000136720	HS6ST1	ENST00000259241	1236
ENSG00000233488	unknown	ENST00000371162	453
ENSG00000174669	SLC29A2	ENST00000357440	1371
ENSG00000174667	OR7D4	ENST00000308682	939
ENSG00000141194	OR4D1	ENST00000268912	933
ENSG00000232575	TUBB	ENST00000436628	1335
ENSG00000116044	NFE2L2	ENST00000397062	1818
ENSG00000172995	ARPP21	ENST00000417925	2442
ENSG00000172992	DCAKD	ENST00000452796	696
ENSG00000231880	unknown	ENST00000450908	84
ENSG00000130762	ARHGEF16	ENST00000378378	2130
ENSG00000130766	SESN2	ENST00000253063	1443
ENSG00000130764	LRRC47	ENST00000378251	1752
ENSG00000122515	ZMIZ2	ENST00000309315	2763
ENSG00000130768	SMPDL3B	ENST00000373894	1368
ENSG00000117791	MOSC2	ENST00000366913	1008
ENSG00000113273	ARSB	ENST00000264914	1602
ENSG00000085733	CTTN	ENST00000376561	1905
ENSG00000067248	DHX29	ENST00000251636	4110
ENSG00000145476	CYP4V2	ENST00000378802	1578
ENSG00000174599	TRAM1L1	ENST00000310754	1110
ENSG00000130821	SLC6A8	ENST00000253122	1908
ENSG00000121749	TBC1D15	ENST00000550746	2076
ENSG00000174595	KLF14	ENST00000310992	972
ENSG00000067842	ATP2B3	ENST00000349466	3663
ENSG00000068438	FTSJ1	ENST00000348411	990
ENSG00000261230	unknown	ENST00000568627	4332
ENSG00000261236	unknown	ENST00000569669	2241
ENSG00000060140	STYK1	ENST00000075503	1269
ENSG00000100979	PLTP	ENST00000542937	1542
ENSG00000103404	USP31	ENST00000219689	4059
ENSG00000107984	DKK1	ENST00000373970	801
ENSG00000206376	EHMT2	ENST00000400006	3804
ENSG00000248835	unknown	ENST00000536061	381
ENSG00000086288	TXNDC3	ENST00000199447	1767
ENSG00000086289	EPDR1	ENST00000559325	1035
ENSG00000181104	F2R	ENST00000319211	1278
ENSG00000168026	TTC21A	ENST00000301819	3966
ENSG00000065243	PKN2	ENST00000370521	2955
ENSG00000168028	RPSA	ENST00000443003	903
ENSG00000189376	C8orf76	ENST00000276704	1143
ENSG00000189377	CXCL17	ENST00000601181	360
ENSG00000049449	RCN1	ENST00000054950	996
ENSG00000262763	unknown	ENST00000573942	1233
ENSG00000262762	unknown	ENST00000573833	1599
ENSG00000262764	unknown	ENST00000571959	2004
ENSG00000075624	ACTB	ENST00000331789	1128
ENSG00000088930	XRN2	ENST00000377191	2853
ENSG00000023041	ZDHHC6	ENST00000369405	1242
ENSG00000105808	RASA4	ENST00000262940	2412
ENSG00000265264	unknown	ENST00000472836	312
ENSG00000012124	CD22	ENST00000085219	2544
ENSG00000132589	FLOT2	ENST00000394906	1452
ENSG00000102468	HTR2A	ENST00000378688	1416
ENSG00000132581	SDF2	ENST00000247020	636
ENSG00000102466	FGF14	ENST00000376131	759
ENSG00000119650	C14orf179	ENST00000238628	642
ENSG00000119655	NPC2	ENST00000553490	664
ENSG00000148926	ADM	ENST00000278175	558
ENSG00000148925	BTBD10	ENST00000530907	1452
ENSG00000187624	C17orf97	ENST00000360127	1272
ENSG00000187626	ZKSCAN4	ENST00000377294	1638
ENSG00000187627	RGPD1	ENST00000398193	5271
ENSG00000162702	ZNF281	ENST00000294740	2688
ENSG00000147162	OGT	ENST00000373719	3141
ENSG00000188425	NANOS2	ENST00000341294	417
ENSG00000147160	AWAT2	ENST00000276101	1002
ENSG00000162706	CADM3	ENST00000368124	1299
ENSG00000147166	ITGB1BP2	ENST00000373829	1044
ENSG00000135605	TEC	ENST00000381501	1896
ENSG00000147164	SNX12	ENST00000374274	489
ENSG00000114554	PLXNA1	ENST00000393409	5691
ENSG00000147168	IL2RG	ENST00000374202	1110
ENSG00000188428	MUTED	ENST00000397457	564
ENSG00000165732	DDX21	ENST00000354185	2352
ENSG00000165733	BMS1	ENST00000374518	3849
ENSG00000165730	STOX1	ENST00000298596	2970
ENSG00000165731	RET	ENST00000355710	3345
ENSG00000115685	PPP1R7	ENST00000407025	1083
ENSG00000115687	PASK	ENST00000358649	3993
ENSG00000169862	CTNND2	ENST00000304623	3678
ENSG00000169860	P2RY1	ENST00000305097	1122
ENSG00000173198	CYSLTR1	ENST00000373304	1014
ENSG00000187193	MT1X	ENST00000394485	186
ENSG00000187191	DAZ3	ENST00000382365	1317
ENSG00000066926	FECH	ENST00000382873	1290
ENSG00000066923	STAG3	ENST00000426455	3678
ENSG00000118307	CASC1	ENST00000395987	2169
ENSG00000263148	unknown	ENST00000571969	3663
ENSG00000263140	unknown	ENST00000575401	240
ENSG00000263141	unknown	ENST00000574159	2754
ENSG00000118308	LRMP	ENST00000354454	1500
ENSG00000227268	KLLN	ENST00000445946	537
ENSG00000112486	CCR6	ENST00000341935	1125
ENSG00000258790	unknown	ENST00000557565	1752
ENSG00000258792	unknown	ENST00000550332	222
ENSG00000186577	C6orf1	ENST00000476320	480
ENSG00000186575	NF2	ENST00000338641	1788
ENSG00000186572	DEFB107A	ENST00000335021	213
ENSG00000186579	DEFB106A	ENST00000335186	198
ENSG00000153767	GTF2E1	ENST00000283875	1320
ENSG00000164463	C5orf41	ENST00000540014	1926
ENSG00000164465	DCBLD1	ENST00000338728	2148
ENSG00000168243	GNG4	ENST00000366597	228
ENSG00000100568	VTI1B	ENST00000554659	699
ENSG00000164466	SFXN1	ENST00000321442	969
ENSG00000100567	PSMA3	ENST00000216455	768
ENSG00000100564	PIGH	ENST00000216452	567
ENSG00000100565	C14orf166B	ENST00000393774	1467
ENSG00000212999	unknown	ENST00000391681	216
ENSG00000212998	C8orf39	ENST00000391680	309
ENSG00000212993	POU5F1B	ENST00000465342	1080
ENSG00000212997	unknown	ENST00000391679	246
ENSG00000112561	TFEB	ENST00000343317	1689
ENSG00000181929	PRKAG1	ENST00000316299	1023
ENSG00000196526	AFAP1	ENST00000382543	2445
ENSG00000181924	CHCHD8	ENST00000541455	291
ENSG00000181927	OR4P4	ENST00000314612	939
ENSG00000100697	DICER1	ENST00000343455	5769
ENSG00000007520	C16orf42	ENST00000007390	939
ENSG00000182472	CAPN12	ENST00000328867	2160
ENSG00000182473	EXOC7	ENST00000335146	2208
ENSG00000107518	ATRNL1	ENST00000355044	4140
ENSG00000228208	C1orf143	ENST00000443836	312
ENSG00000125378	BMP4	ENST00000559087	1227
ENSG00000125375	ATP5S	ENST00000358473	801
ENSG00000053918	KCNQ1	ENST00000155840	2031
ENSG00000150712	MTMR12	ENST00000382142	2244
ENSG00000239457	HLA-DOB	ENST00000456406	822
ENSG00000246705	H2AFJ	ENST00000389078	390
ENSG00000160613	PCSK7	ENST00000320934	2358
ENSG00000140323	DISP2	ENST00000267889	4206
ENSG00000140326	CDAN1	ENST00000356231	3684
ENSG00000247077	PGAM5	ENST00000498926	870
ENSG00000167346	MMP26	ENST00000380390	786
ENSG00000185122	HSF1	ENST00000528838	1590
ENSG00000185127	C6orf120	ENST00000439249	633
ENSG00000185129	PURA	ENST00000331327	969
